title_en,title_am,similarity_score,alternative_position,reason
Methodologist of online courses/LMS,የመስመር ላይ ኮርሶች ሜቶሎጂስት/ኤልኤምኤስ,0.0,E-Learning Specialist,Methodologist of online courses/LMS is an e-learning role; standardized to E-Learning Specialist in Ethiopian context.
MHN Team Leader,MHN ቡድን መሪ,0.0,Mental Health Team Leader,MHN stands for Mental Health Nurse; Team Leader role standardized to Mental Health Team Leader.
MHPSS Counselor,የMHPSS አማካሪ,0.0,Psychosocial Counselor,MHPSS is Mental Health and Psychosocial Support; counselor role standardized to Psychosocial Counselor.
Micro and Macro Scheduler,ማይክሮ እና ማክሮ መርሐግብር,0.0,Project Scheduler,Micro and Macro Scheduler implies planning and scheduling; standardized to Project Scheduler.
"Micro, Small and Medium Enterprises (MSMEs) Recovery and Development",ጥቃቅን፣ አነስተኛ እና መካከለኛ ኢንተርፕራይዞች (MSMEs) መልሶ ማግኛ እና ልማት,0.0,MSME Development Officer,Focus on recovery and development of MSMEs; standardized to MSME Development Officer.
"Micro, Small, & Medium Enterprises/MSME Relationship Officer,",የጥቃቅን፣ አነስተኛ እና መካከለኛ ኢንተርፕራይዞች/MSME ግንኙነት ኦፊሰር፣,0.0,MSME Relationship Officer,Direct title match for MSME Relationship Officer in Ethiopian banking/enterprise context.
Microsoft Dynamics 365 CRM Developer,የማይክሮሶፍት ዳይናሚክስ 365 CRM ገንቢ,0.0,CRM Developer,Microsoft Dynamics 365 CRM developer role; standardized to CRM Developer.
Microsoft Excel Expert,የማይክሮሶፍት ኤክሴል ባለሙያ,0.0,Data Entry Clerk,Excel expertise is commonly used for data entry roles in Ethiopian offices.
Microsoft Power Platform Developer/Designer,የማይክሮሶፍት ፓወር መድረክ ገንቢ/ንድፍ አውጪ,0.0,Application Developer,Power Platform development falls under application development using low-code platforms.
Mind mapping expert,የአእምሮ ካርታ ባለሙያ,0.0,Training and Development Officer,Mind mapping is often used in training sessions for brainstorming and planning.
Mines and Auto Garage Head,ፈንጂዎች እና የመኪና ጋራጅ ኃላፊ,0.0,Auto Garage Manager,"The role oversees an auto garage, with 'Mines' possibly a typo or secondary responsibility."
Mini game zone supervisor,አነስተኛ የጨዋታ ዞን ተቆጣጣሪ,0.0,Entertainment Supervisor,Supervising a mini game zone is typical for entertainment or recreational facilities.
Mini PHP project modification,አነስተኛ ፒኤችፒ ፕሮጀክት ማሻሻያ,0.0,PHP Developer,Modifying PHP projects is a core function of a PHP developer role.
Mining Division Head,የማዕድን ክፍል ኃላፊ,0.0,Mining Operations Manager,Head of a mining division directly maps to operations management in mining.
Miracle Burger and Pizza wiater and Assistant,ተአምር በርገር እና ፒዛ ዋይተር እና ረዳት,0.0,Food Service Attendant,Waiter and assistant roles in a fast-food setting are food service attendants.
MIS Sales Intern,MIS የሽያጭ ተለማማጅ,0.0,Sales Intern,"MIS Sales Intern is a sales internship, likely in an IT or systems context."
MNCH Quality and Training Coordinator,MNCH የጥራት እና ስልጠና አስተባባሪ,0.0,Health Program Coordinator,"MNCH is maternal, newborn, child health; coordinating quality and training fits a program coordinator."
Mobile Card Sales Officers,የሞባይል ካርድ ሽያጭ መኮንኖች,0.0,Sales Representative,"Mobile card sales involve direct sales of telecom products, typically done by sales representatives."
Mobile game demo video creator,የሞባይል ጨዋታ ማሳያ ቪዲዮ ፈጣሪ,0.0,Video Editor,"Creating game demo videos requires video editing and production skills, commonly held by video editors."
Mobile Lead,የሞባይል መሪ,0.0,Software Development Lead,"A mobile lead typically manages or guides a team of mobile app developers, equivalent to a development lead."
Monitoring Evaluation Accountability And Learning (MEAL) Assistant,የክትትል ግምገማ ተጠያቂነት እና መማር ረዳት,0.0,Monitoring and Evaluation Assistant,"MEAL assistant is a standard role in development programs, supporting M&E activities."
Monitoring Evaluation Accountability and Learning (MEAL) Specialist,የክትትል ግምገማ ተጠያቂነት እና ትምህርት (MEAL) ስፔሻሊስት,0.0,Monitoring and Evaluation Specialist,"MEAL specialist is a common title for experts in monitoring, evaluation, accountability, and learning."
"Monitoring, Evaluation and Learning (MEL) Director - Ethiopia RRM/BHA",የክትትል፣ ግምገማ እና ትምህርት (MEL) ዳይሬክተር,0.0,Director of Monitoring and Evaluation,"MEL Director is a senior leadership role overseeing monitoring, evaluation, and learning functions."
Moodle Developer,Moodle ገንቢ,0.0,Learning Management System Developer,Moodle is a leading LMS; developers who work on it are typically LMS developers.
Moodle LMS customization,Moodle LMS ማበጀት,0.0,LMS Administrator,Customizing Moodle LMS is a core responsibility of an LMS administrator or customization specialist.
Moroccan bath specialist,የሞሮኮ መታጠቢያ ስፔሻሊስት,0.0,Spa Therapist,"A Moroccan bath specialist provides specialized spa treatments, fitting the role of a spa therapist."
Motion Grpahics Designer,የእንቅስቃሴ ግራፊክስ ዲዛይነር,0.0,Motion Graphics Designer,"The title is a misspelling of Motion Graphics Designer, who creates animated visual content."
Motorist & Messenger,አሽከርካሪ እና መልእክተኛ,0.0,Driver and Messenger,Combines driving and courier duties common in Ethiopian offices.
Movie & Playstation Center Assistant,የፊልም እና የፕሌይስቴሽን ማዕከል ረዳት,0.0,Game Center Attendant,Assists customers at a movie and gaming center.
Movie Recap Editor,የፊልም ሪካፕ አርታዒ,0.0,Content Editor (Video Recap),Edits video summaries of movies.
movie recap translator,የፊልም ሪካፕ ተርጓሚ,0.0,Translator (Media Content),Translates movie recap scripts.
MPC Transfer Officer,የ MPC ማስተላለፍ ኦፊሰር,0.0,Payment Transfer Officer,"Handles money transfer operations, likely for a financial service."
MPesa Data Collector,MPesa ውሂብ ሰብሳቢ,0.0,Field Data Collector (Mobile Money),Collects data related to MPesa usage in the field.
MPESA Sales Person,MPESA የሽያጭ ሰው,0.0,Sales Representative (Mobile Money),Promotes and sells MPesa services.
MPESA Sales supervisor,የMPESA የሽያጭ ተቆጣጣሪ,0.0,Sales Supervisor (Mobile Money),Oversees a team of MPesa sales agents.
ms Excel programmer,ms ኤክሴል ፕሮግራመር,0.0,Excel VBA Developer,Programs custom macros and automations in Excel.
MS4G Enterprise Growth Advisor,MS4G ኢንተርፕራይዝ እድገት አማካሪ,0.0,Enterprise Growth Advisor,"Advises businesses on expansion, likely under a development program."
MS4G Enterprise Growth Specialist,MS4G ኢንተርፕራይዝ እድገት ስፔሻሊስት,0.0,Enterprise Development Specialist,"MS4G likely a program, similar to enterprise growth role."
MT Software,ኤምቲ ሶፍትዌር,0.0,Software Developer,MT Software generic software role.
Mulesoft/Salesforce Developer,ሙሌሶፍት/የሽያጭ ሃይል ገንቢ,0.0,Salesforce Developer,Specializes in Salesforce and Mulesoft platforms.
MySQL Database error debugger fixer,MySQL ዳታቤዝ ስህተት አራሚ,0.0,Database Administrator,Focuses on fixing MySQL database errors.
Mystery shopping and Evaluation Department Head,ሚስጥራዊ ግዢ እና ግምገማ መምሪያ ኃላፊ,0.0,Market Research Manager,Oversees mystery shopping and evaluation.
Nannies for special need students,ልዩ ፍላጎት ላላቸው ተማሪዎች ናኒዎች,0.0,Special Needs Caregiver,Cares for special need students.
National Child Protection and GBV Program Coordinator,ብሔራዊ የሕፃናት ጥበቃ እና የ GBV ፕሮግራም አስተባባሪ,0.0,Program Coordinator (Child Protection & GBV),Coordinates child protection and GBV programs.
NATIONAL CONSULTANT FOR THE DEVELOPMENT OF A MIGRATION RESPONSE CENTRE (MRC) MANAGEMENT PACKAGE,የስደተኞች ምላሽ ማዕከል (MRC) ማኔጅመንት ፓኬጅ ልማት ብሔራዊ አማካሪ,0.0,Migration Management Consultant,Develops MRC management package.
National Coordinator Sustainable Commercialization of Sexed Dairy Genetics in East Africa,በምስራቅ አፍሪካ የወሲብ የወተት ጀነቲክስ ብሄራዊ አስተባባሪ ዘላቂ ንግድ,0.0,Agricultural Project Coordinator,Coordinates dairy genetics commercialization.
National Dialogue Coordinator - Participation,ብሔራዊ ውይይት አስተባባሪ - ተሳትፎ,0.0,Community Dialogue Coordinator,Facilitates national dialogue participation.
National Family Strengthening Program Manager,የብሔራዊ ቤተሰብ ማጠናከሪያ ፕሮግራም ሥራ አስኪያጅ,0.0,Program Manager (Social Services),"Manages family strengthening programs, a social service role."
National Lead - Ethiopia Civil Society Coalition for Scaling Up Nutrition (ECSC-SUN),ብሔራዊ መሪ - የኢትዮጵያ ሲቪል ማኅበራት ጥምረት ለሥነ-ምግብ ማበልጸግ,0.0,Nutrition Program Lead,Leads a civil society coalition focused on scaling up nutrition.
National Measles Data Manager,ብሔራዊ የኩፍኝ መረጃ አስተዳዳሪ,0.0,Data Manager (Health),"Oversees data management for measles, a health program."
National MHPSS TWG Co-chair,ብሔራዊ MHPSS TWG ተባባሪ ሊቀመንበር,0.0,Mental Health Program Coordinator,Co-chairs a technical working group on mental health and psychosocial support.
National Migration Health Physician,ብሔራዊ ማይግሬሽን የጤና ሐኪም,0.0,Public Health Physician,Physician role focusing on health issues in migration context.
National NTD midterm evaluation consultant,የብሔራዊ NTD የአማካይ ጊዜ ግምገማ አማካሪ,0.0,Consultant (Health Evaluation),Conducts midterm evaluation for neglected tropical diseases program.
National Project Officer (Emergency Shelter and NFI Sub-National Cluster),የብሔራዊ የፕሮጀክት ኦፊሰር (የአደጋ ጊዜ መጠለያ እና የNFI ንዑስ ብሔራዊ ክላስተር),0.0,Emergency Shelter Coordinator,Project officer for emergency shelter and non-food items cluster.
National Rice Flagship Program Coordinator,የብሔራዊ የሩዝ ባንዲራ ፕሮግራም አስተባባሪ,0.0,Program Coordinator (Agriculture),Coordinates a national rice flagship program in agriculture.
National Senior Expert SME Coaching,ብሔራዊ ሲኒየር ኤክስፐርት SME ማሰልጠን,0.0,SME Development Advisor,Senior expert providing coaching to small and medium enterprises.
National Technical Lead-CoE,ብሔራዊ የቴክኒክ አመራር,0.0,Technical Lead (Center of Excellence),Technical leadership role for a center of excellence.
National Volunteer: Agroforestry Content Creator and Storytelling Associate,ብሄራዊ በጎ ፈቃደኞች፡ አግሮ ደን የይዘት ፈጣሪ እና ተረት ተረት ተባባ,0.0,Content Creator (Agroforestry),Combines content creation and agroforestry storytelling.
Native Anuak speaker,ቤተኛ የአኝዋክ ተናጋሪ,0.0,Translator (Anuak),Native Anuak speaker implies language translation or interpretation.
Native Tigrinya speakers,ቤተኛ ትግርኛ ተናጋሪዎች,0.0,Translator (Tigrinya),Native Tigrinya speaker implies language services.
Navis work expert,የናቪስ ሥራ ባለሙያ,0.0,Navisworks Specialist,Expert in Navisworks software for construction/BIM.
Neonatal and Child Health Advisor,የአራስ እና የልጅ ጤና አማካሪ,0.0,Child Health Advisor,Focus on neonatal and child health advisory.
Neonatal Intensive Care Unit Nurse - NICU Nurse),አዲስ የተወለደው የፅኑ እንክብካቤ ክፍል ነርስ,0.0,NICU Nurse,Direct equivalent for Neonatal Intensive Care Unit Nurse.
Net & React Native Developer,አውታረ መረብ እና ምላሽ ስጥ ቤተኛ ገንቢ,0.0,Full Stack Developer (.NET & React Native),Combines .NET backend and React Native frontend.
Net Desktop app and Win Service Developer,የተጣራ ዴስክቶፕ መተግበሪያ እና የዊን አገልግሎት ገንቢ,0.0,.NET Developer (Desktop & Services),Specialized in .NET desktop apps and Windows services.
